Fecha,Anio,Mes,Linea,Afluencia
10/04/2009,2009,4,Linea 4,0
15/04/2009,2009,4,Linea 4,0
18/04/2009,2009,4,Linea 4,0
19/04/2009,2009,4,Linea 4,0
21/04/2009,2009,4,Linea 4,0
23/04/2009,2009,4,Linea 4,0
26/04/2009,2009,4,Linea 4,0
28/04/2009,2009,4,Linea 4,0
02/05/2009,2009,5,Linea 4,0
06/05/2009,2009,5,Linea 4,0
07/05/2009,2009,5,Linea 4,0
10/05/2009,2009,5,Linea 4,0
13/05/2009,2009,5,Linea 4,0
14/05/2009,2009,5,Linea 4,0
15/05/2009,2009,5,Linea 4,0
20/05/2009,2009,5,Linea 4,0
21/05/2009,2009,5,Linea 4,0
23/05/2009,2009,5,Linea 4,0
24/05/2009,2009,5,Linea 4,0
25/05/2009,2009,5,Linea 4,0
30/05/2009,2009,5,Linea 4,0
31/05/2009,2009,5,Linea 4,0
05/06/2009,2009,6,Linea 4,0
13/06/2009,2009,6,Linea 4,0
14/06/2009,2009,6,Linea 4,0
15/06/2009,2009,6,Linea 4,0
18/06/2009,2009,6,Linea 4,0
21/06/2009,2009,6,Linea 4,0
23/06/2009,2009,6,Linea 4,0
28/06/2009,2009,6,Linea 4,0
02/07/2009,2009,7,Linea 4,0
03/07/2009,2009,7,Linea 4,0
08/07/2009,2009,7,Linea 4,0
09/07/2009,2009,7,Linea 4,0
12/07/2009,2009,7,Linea 4,0
13/07/2009,2009,7,Linea 4,0
16/07/2009,2009,7,Linea 4,0
30/07/2009,2009,7,Linea 4,0
31/07/2009,2009,7,Linea 4,0
06/08/2009,2009,8,Linea 4,0
12/08/2009,2009,8,Linea 4,0
15/08/2009,2009,8,Linea 4,0
16/08/2009,2009,8,Linea 4,0
18/08/2009,2009,8,Linea 4,0
22/08/2009,2009,8,Linea 4,0
23/08/2009,2009,8,Linea 4,0
24/08/2009,2009,8,Linea 4,0
25/08/2009,2009,8,Linea 4,0
27/08/2009,2009,8,Linea 4,0
28/08/2009,2009,8,Linea 4,0
01/09/2009,2009,9,Linea 4,0
02/09/2009,2009,9,Linea 4,0
03/09/2009,2009,9,Linea 4,0
04/09/2009,2009,9,Linea 4,0
08/09/2009,2009,9,Linea 4,0
09/09/2009,2009,9,Linea 4,0
10/09/2009,2009,9,Linea 4,0
15/09/2009,2009,9,Linea 4,0
27/09/2009,2009,9,Linea 4,0
02/10/2009,2009,10,Linea 4,0
04/10/2009,2009,10,Linea 4,0
08/10/2009,2009,10,Linea 4,0
09/10/2009,2009,10,Linea 4,0
10/10/2009,2009,10,Linea 4,0
13/10/2009,2009,10,Linea 4,0
14/10/2009,2009,10,Linea 4,0
15/10/2009,2009,10,Linea 4,0
22/10/2009,2009,10,Linea 4,0
28/10/2009,2009,10,Linea 4,0
29/10/2009,2009,10,Linea 4,0
01/11/2009,2009,11,Linea 4,0
02/11/2009,2009,11,Linea 4,0
06/11/2009,2009,11,Linea 4,0
07/11/2009,2009,11,Linea 4,0
13/11/2009,2009,11,Linea 4,0
14/11/2009,2009,11,Linea 4,0
16/11/2009,2009,11,Linea 4,0
17/11/2009,2009,11,Linea 4,0
18/11/2009,2009,11,Linea 4,0
20/11/2009,2009,11,Linea 4,0
22/11/2009,2009,11,Linea 4,0
27/11/2009,2009,11,Linea 4,0
30/11/2009,2009,11,Linea 4,0
08/12/2009,2009,12,Linea 4,0
17/12/2009,2009,12,Linea 4,0
24/12/2009,2009,12,Linea 4,0
26/12/2009,2009,12,Linea 4,0
31/12/2009,2009,12,Linea 4,0
01/01/2010,2010,1,Linea 4,0
02/01/2010,2010,1,Linea 4,0
05/01/2010,2010,1,Linea 4,0
09/01/2010,2010,1,Linea 4,0
13/01/2010,2010,1,Linea 4,0
16/01/2010,2010,1,Linea 4,0
20/01/2010,2010,1,Linea 4,0
22/01/2010,2010,1,Linea 4,0
23/01/2010,2010,1,Linea 4,0
30/01/2010,2010,1,Linea 4,0
31/01/2010,2010,1,Linea 4,0
01/02/2010,2010,2,Linea 4,0
03/02/2010,2010,2,Linea 4,0
05/02/2010,2010,2,Linea 4,0
08/02/2010,2010,2,Linea 4,0
11/02/2010,2010,2,Linea 4,0
15/02/2010,2010,2,Linea 4,0
17/02/2010,2010,2,Linea 4,0
19/02/2010,2010,2,Linea 4,0
21/02/2010,2010,2,Linea 4,0
26/02/2010,2010,2,Linea 4,0
27/02/2010,2010,2,Linea 4,0
02/03/2010,2010,3,Linea 4,0
05/03/2010,2010,3,Linea 4,0
09/03/2010,2010,3,Linea 4,0
10/03/2010,2010,3,Linea 4,0
11/03/2010,2010,3,Linea 4,0
12/03/2010,2010,3,Linea 4,0
13/03/2010,2010,3,Linea 4,0
16/03/2010,2010,3,Linea 4,0
17/03/2010,2010,3,Linea 4,0
20/03/2010,2010,3,Linea 4,0
21/03/2010,2010,3,Linea 4,0
24/03/2010,2010,3,Linea 4,0
26/03/2010,2010,3,Linea 4,0
28/03/2010,2010,3,Linea 4,0
30/03/2010,2010,3,Linea 4,0
02/04/2010,2010,4,Linea 4,0
03/04/2010,2010,4,Linea 4,0
04/04/2010,2010,4,Linea 4,0
07/04/2010,2010,4,Linea 4,0
13/04/2010,2010,4,Linea 4,0
16/04/2010,2010,4,Linea 4,0
20/04/2010,2010,4,Linea 4,0
22/04/2010,2010,4,Linea 4,0
23/04/2010,2010,4,Linea 4,0
29/04/2010,2010,4,Linea 4,0
30/04/2010,2010,4,Linea 4,0
12/05/2010,2010,5,Linea 4,0
15/05/2010,2010,5,Linea 4,0
16/05/2010,2010,5,Linea 4,0
19/05/2010,2010,5,Linea 4,0
22/05/2010,2010,5,Linea 4,0
23/05/2010,2010,5,Linea 4,0
27/05/2010,2010,5,Linea 4,0
30/05/2010,2010,5,Linea 4,0
05/06/2010,2010,6,Linea 4,0
06/06/2010,2010,6,Linea 4,0
09/06/2010,2010,6,Linea 4,0
15/06/2010,2010,6,Linea 4,0
16/06/2010,2010,6,Linea 4,0
18/06/2010,2010,6,Linea 4,0
21/06/2010,2010,6,Linea 4,0
24/06/2010,2010,6,Linea 4,0
06/07/2010,2010,7,Linea 4,0
08/07/2010,2010,7,Linea 4,0
09/07/2010,2010,7,Linea 4,0
10/07/2010,2010,7,Linea 4,0
11/07/2010,2010,7,Linea 4,0
14/07/2010,2010,7,Linea 4,0
19/07/2010,2010,7,Linea 4,0
20/07/2010,2010,7,Linea 4,0
23/07/2010,2010,7,Linea 4,0
26/07/2010,2010,7,Linea 4,0
28/07/2010,2010,7,Linea 4,0
31/07/2010,2010,7,Linea 4,0
01/08/2010,2010,8,Linea 4,0
06/08/2010,2010,8,Linea 4,0
07/08/2010,2010,8,Linea 4,0
08/08/2010,2010,8,Linea 4,0
11/08/2010,2010,8,Linea 4,0
12/08/2010,2010,8,Linea 4,0
14/08/2010,2010,8,Linea 4,0
15/08/2010,2010,8,Linea 4,0
17/08/2010,2010,8,Linea 4,0
19/08/2010,2010,8,Linea 4,0
22/08/2010,2010,8,Linea 4,0
23/08/2010,2010,8,Linea 4,0
25/08/2010,2010,8,Linea 4,0
30/08/2010,2010,8,Linea 4,0
01/09/2010,2010,9,Linea 4,0
03/09/2010,2010,9,Linea 4,0
05/09/2010,2010,9,Linea 4,0
06/09/2010,2010,9,Linea 4,0
08/09/2010,2010,9,Linea 4,0
11/09/2010,2010,9,Linea 4,0
20/09/2010,2010,9,Linea 4,0
22/09/2010,2010,9,Linea 4,0
23/09/2010,2010,9,Linea 4,0
25/09/2010,2010,9,Linea 4,0
30/09/2010,2010,9,Linea 4,0
04/10/2010,2010,10,Linea 4,0
12/10/2010,2010,10,Linea 4,0
16/10/2010,2010,10,Linea 4,0
17/10/2010,2010,10,Linea 4,0
20/10/2010,2010,10,Linea 4,0
21/10/2010,2010,10,Linea 4,0
29/10/2010,2010,10,Linea 4,0
30/10/2010,2010,10,Linea 4,0
03/11/2010,2010,11,Linea 4,0
06/11/2010,2010,11,Linea 4,0
07/11/2010,2010,11,Linea 4,0
08/11/2010,2010,11,Linea 4,0
16/11/2010,2010,11,Linea 4,0
21/11/2010,2010,11,Linea 4,0
25/11/2010,2010,11,Linea 4,0
26/11/2010,2010,11,Linea 4,0
01/12/2010,2010,12,Linea 4,0
10/12/2010,2010,12,Linea 4,0
15/12/2010,2010,12,Linea 4,0
17/12/2010,2010,12,Linea 4,0
18/12/2010,2010,12,Linea 4,0
19/12/2010,2010,12,Linea 4,0
23/12/2010,2010,12,Linea 4,0
27/12/2010,2010,12,Linea 4,0
02/01/2011,2011,1,Linea 4,0
06/01/2011,2011,1,Linea 4,0
07/01/2011,2011,1,Linea 4,0
08/01/2011,2011,1,Linea 4,0
09/01/2011,2011,1,Linea 4,0
14/01/2011,2011,1,Linea 4,0
19/01/2011,2011,1,Linea 4,0
20/01/2011,2011,1,Linea 4,0
24/01/2011,2011,1,Linea 4,0
01/02/2011,2011,2,Linea 4,0
03/02/2011,2011,2,Linea 4,0
04/02/2011,2011,2,Linea 4,0
05/02/2011,2011,2,Linea 4,0
10/02/2011,2011,2,Linea 4,0
11/02/2011,2011,2,Linea 4,0
12/02/2011,2011,2,Linea 4,0
13/02/2011,2011,2,Linea 4,0
17/02/2011,2011,2,Linea 4,0
23/02/2011,2011,2,Linea 4,0
24/02/2011,2011,2,Linea 4,0
27/02/2011,2011,2,Linea 4,0
01/03/2011,2011,3,Linea 4,0
05/03/2011,2011,3,Linea 4,0
08/03/2011,2011,3,Linea 4,0
10/03/2011,2011,3,Linea 4,0
16/03/2011,2011,3,Linea 4,0
17/03/2011,2011,3,Linea 4,0
18/03/2011,2011,3,Linea 4,0
21/03/2011,2011,3,Linea 4,0
24/03/2011,2011,3,Linea 4,0
26/03/2011,2011,3,Linea 4,0
27/03/2011,2011,3,Linea 4,0
29/03/2011,2011,3,Linea 4,0
31/03/2011,2011,3,Linea 4,0
01/04/2011,2011,4,Linea 4,0
07/04/2011,2011,4,Linea 4,0
10/04/2011,2011,4,Linea 4,0
12/04/2011,2011,4,Linea 4,0
17/04/2011,2011,4,Linea 4,0
19/04/2011,2011,4,Linea 4,0
22/04/2011,2011,4,Linea 4,0
25/04/2011,2011,4,Linea 4,0
29/04/2011,2011,4,Linea 4,0
02/05/2011,2011,5,Linea 4,0
03/05/2011,2011,5,Linea 4,0
05/05/2011,2011,5,Linea 4,0
07/05/2011,2011,5,Linea 4,0
21/05/2011,2011,5,Linea 4,0
23/05/2011,2011,5,Linea 4,0
27/05/2011,2011,5,Linea 4,0
06/06/2011,2011,6,Linea 4,0
07/06/2011,2011,6,Linea 4,0
13/06/2011,2011,6,Linea 4,0
20/06/2011,2011,6,Linea 4,0
21/06/2011,2011,6,Linea 4,0
22/06/2011,2011,6,Linea 4,0
26/06/2011,2011,6,Linea 4,0
30/06/2011,2011,6,Linea 4,0
02/07/2011,2011,7,Linea 4,0
05/07/2011,2011,7,Linea 4,0
06/07/2011,2011,7,Linea 4,0
08/07/2011,2011,7,Linea 4,0
11/07/2011,2011,7,Linea 4,0
15/07/2011,2011,7,Linea 4,0
17/07/2011,2011,7,Linea 4,0
21/07/2011,2011,7,Linea 4,0
22/07/2011,2011,7,Linea 4,0
25/07/2011,2011,7,Linea 4,0
28/07/2011,2011,7,Linea 4,0
29/07/2011,2011,7,Linea 4,0
31/07/2011,2011,7,Linea 4,0
01/08/2011,2011,8,Linea 4,0
05/08/2011,2011,8,Linea 4,0
07/08/2011,2011,8,Linea 4,0
13/08/2011,2011,8,Linea 4,0
14/08/2011,2011,8,Linea 4,0
15/08/2011,2011,8,Linea 4,0
16/08/2011,2011,8,Linea 4,0
22/08/2011,2011,8,Linea 4,0
24/08/2011,2011,8,Linea 4,0
25/08/2011,2011,8,Linea 4,0
28/08/2011,2011,8,Linea 4,0
29/08/2011,2011,8,Linea 4,0
31/08/2011,2011,8,Linea 4,0
01/09/2011,2011,9,Linea 4,0
03/09/2011,2011,9,Linea 4,0
05/09/2011,2011,9,Linea 4,0
06/09/2011,2011,9,Linea 4,0
07/09/2011,2011,9,Linea 4,0
09/09/2011,2011,9,Linea 4,0
14/09/2011,2011,9,Linea 4,0
15/09/2011,2011,9,Linea 4,0
16/09/2011,2011,9,Linea 4,0
17/09/2011,2011,9,Linea 4,0
18/09/2011,2011,9,Linea 4,0
22/09/2011,2011,9,Linea 4,0
24/09/2011,2011,9,Linea 4,0
26/09/2011,2011,9,Linea 4,0
27/09/2011,2011,9,Linea 4,0
29/09/2011,2011,9,Linea 4,0
04/10/2011,2011,10,Linea 4,0
05/10/2011,2011,10,Linea 4,0
06/10/2011,2011,10,Linea 4,0
08/10/2011,2011,10,Linea 4,0
19/10/2011,2011,10,Linea 4,0
23/10/2011,2011,10,Linea 4,0
24/10/2011,2011,10,Linea 4,0
25/10/2011,2011,10,Linea 4,0
30/10/2011,2011,10,Linea 4,0
02/11/2011,2011,11,Linea 4,0
03/11/2011,2011,11,Linea 4,0
05/11/2011,2011,11,Linea 4,0
10/11/2011,2011,11,Linea 4,0
11/11/2011,2011,11,Linea 4,0
15/11/2011,2011,11,Linea 4,0
17/11/2011,2011,11,Linea 4,0
20/11/2011,2011,11,Linea 4,0
24/11/2011,2011,11,Linea 4,0
26/11/2011,2011,11,Linea 4,0
29/11/2011,2011,11,Linea 4,0
02/12/2011,2011,12,Linea 4,0
03/12/2011,2011,12,Linea 4,0
05/12/2011,2011,12,Linea 4,0
08/12/2011,2011,12,Linea 4,0
17/12/2011,2011,12,Linea 4,0
21/12/2011,2011,12,Linea 4,0
22/12/2011,2011,12,Linea 4,0
27/12/2011,2011,12,Linea 4,0
31/12/2011,2011,12,Linea 4,0
01/01/2012,2012,1,Linea 4,0
03/01/2012,2012,1,Linea 4,0
04/01/2012,2012,1,Linea 4,0
08/01/2012,2012,1,Linea 4,0
17/01/2012,2012,1,Linea 4,0
19/01/2012,2012,1,Linea 4,0
21/01/2012,2012,1,Linea 4,0
22/01/2012,2012,1,Linea 4,0
24/01/2012,2012,1,Linea 4,0
25/01/2012,2012,1,Linea 4,0
26/01/2012,2012,1,Linea 4,0
27/01/2012,2012,1,Linea 4,0
28/01/2012,2012,1,Linea 4,0
29/01/2012,2012,1,Linea 4,0
31/01/2012,2012,1,Linea 4,0
03/02/2012,2012,2,Linea 4,0
05/02/2012,2012,2,Linea 4,0
06/02/2012,2012,2,Linea 4,0
09/02/2012,2012,2,Linea 4,0
13/02/2012,2012,2,Linea 4,0
14/02/2012,2012,2,Linea 4,0
16/02/2012,2012,2,Linea 4,0
17/02/2012,2012,2,Linea 4,0
22/02/2012,2012,2,Linea 4,0
24/02/2012,2012,2,Linea 4,0
25/02/2012,2012,2,Linea 4,0
28/02/2012,2012,2,Linea 4,0
29/02/2012,2012,2,Linea 4,0
01/03/2012,2012,3,Linea 4,0
05/03/2012,2012,3,Linea 4,0
15/03/2012,2012,3,Linea 4,0
16/03/2012,2012,3,Linea 4,0
29/03/2012,2012,3,Linea 4,0
30/03/2012,2012,3,Linea 4,0
05/04/2012,2012,4,Linea 4,24175
06/04/2012,2012,4,Linea 4,15091
09/04/2012,2012,4,Linea 4,22545
11/04/2012,2012,4,Linea 4,25869
12/04/2012,2012,4,Linea 4,27927
13/04/2012,2012,4,Linea 4,29766
18/04/2012,2012,4,Linea 4,30758
20/04/2012,2012,4,Linea 4,32663
24/04/2012,2012,4,Linea 4,31135
26/04/2012,2012,4,Linea 4,26194
29/04/2012,2012,4,Linea 4,12180
01/05/2012,2012,5,Linea 4,12869
02/05/2012,2012,5,Linea 4,25246
03/05/2012,2012,5,Linea 4,28001
05/05/2012,2012,5,Linea 4,34637
06/05/2012,2012,5,Linea 4,15426
12/05/2012,2012,5,Linea 4,35649
13/05/2012,2012,5,Linea 4,15383
15/05/2012,2012,5,Linea 4,39958
18/05/2012,2012,5,Linea 4,41880
21/05/2012,2012,5,Linea 4,38450
25/05/2012,2012,5,Linea 4,43722
03/06/2012,2012,6,Linea 4,17738
05/06/2012,2012,6,Linea 4,35545
06/06/2012,2012,6,Linea 4,39832
07/06/2012,2012,6,Linea 4,42327
09/06/2012,2012,6,Linea 4,41393
13/06/2012,2012,6,Linea 4,42366
14/06/2012,2012,6,Linea 4,43727
17/06/2012,2012,6,Linea 4,14628
20/06/2012,2012,6,Linea 4,43178
21/06/2012,2012,6,Linea 4,43291
22/06/2012,2012,6,Linea 4,44508
23/06/2012,2012,6,Linea 4,43155
24/06/2012,2012,6,Linea 4,16985
25/06/2012,2012,6,Linea 4,38644
29/06/2012,2012,6,Linea 4,47417
05/07/2012,2012,7,Linea 4,45462
08/07/2012,2012,7,Linea 4,18457
09/07/2012,2012,7,Linea 4,41527
12/07/2012,2012,7,Linea 4,38912
13/07/2012,2012,7,Linea 4,48017
17/07/2012,2012,7,Linea 4,32966
19/07/2012,2012,7,Linea 4,43439
20/07/2012,2012,7,Linea 4,47087
21/07/2012,2012,7,Linea 4,44907
26/07/2012,2012,7,Linea 4,42231
27/07/2012,2012,7,Linea 4,46136
29/07/2012,2012,7,Linea 4,16708
01/08/2012,2012,8,Linea 4,42177
02/08/2012,2012,8,Linea 4,41617
03/08/2012,2012,8,Linea 4,49673
14/08/2012,2012,8,Linea 4,49631
15/08/2012,2012,8,Linea 4,52239
22/08/2012,2012,8,Linea 4,49190
30/08/2012,2012,8,Linea 4,50906
01/09/2012,2012,9,Linea 4,48052
02/09/2012,2012,9,Linea 4,18563
04/09/2012,2012,9,Linea 4,49612
05/09/2012,2012,9,Linea 4,47697
07/09/2012,2012,9,Linea 4,53586
08/09/2012,2012,9,Linea 4,45517
09/09/2012,2012,9,Linea 4,20237
11/09/2012,2012,9,Linea 4,52091
13/09/2012,2012,9,Linea 4,54634
23/09/2012,2012,9,Linea 4,19542
27/09/2012,2012,9,Linea 4,39475
29/09/2012,2012,9,Linea 4,43149
06/10/2012,2012,10,Linea 4,50335
09/10/2012,2012,10,Linea 4,45290
10/10/2012,2012,10,Linea 4,45340
11/10/2012,2012,10,Linea 4,46179
14/10/2012,2012,10,Linea 4,19677
18/10/2012,2012,10,Linea 4,49797
19/10/2012,2012,10,Linea 4,56673
20/10/2012,2012,10,Linea 4,48904
21/10/2012,2012,10,Linea 4,20995
22/10/2012,2012,10,Linea 4,46763
27/10/2012,2012,10,Linea 4,41555
29/10/2012,2012,10,Linea 4,50257
03/11/2012,2012,11,Linea 4,45498
05/11/2012,2012,11,Linea 4,44609
06/11/2012,2012,11,Linea 4,48182
07/11/2012,2012,11,Linea 4,47310
12/11/2012,2012,11,Linea 4,48330
14/11/2012,2012,11,Linea 4,53783
18/11/2012,2012,11,Linea 4,23202
19/11/2012,2012,11,Linea 4,41674
21/11/2012,2012,11,Linea 4,47784
22/11/2012,2012,11,Linea 4,52162
25/11/2012,2012,11,Linea 4,20370
28/11/2012,2012,11,Linea 4,45071
29/11/2012,2012,11,Linea 4,45482
04/12/2012,2012,12,Linea 4,61163
05/12/2012,2012,12,Linea 4,62198
06/12/2012,2012,12,Linea 4,61665
09/12/2012,2012,12,Linea 4,31836
10/12/2012,2012,12,Linea 4,58647
15/12/2012,2012,12,Linea 4,61974
19/12/2012,2012,12,Linea 4,55781
24/12/2012,2012,12,Linea 4,36152
25/12/2012,2012,12,Linea 4,10579
01/01/2013,2013,1,Linea 4,12130
03/01/2013,2013,1,Linea 4,48031
05/01/2013,2013,1,Linea 4,60356
08/01/2013,2013,1,Linea 4,45878
09/01/2013,2013,1,Linea 4,47322
10/01/2013,2013,1,Linea 4,50848
12/01/2013,2013,1,Linea 4,47268
13/01/2013,2013,1,Linea 4,15721
18/01/2013,2013,1,Linea 4,35381
21/01/2013,2013,1,Linea 4,49288
23/01/2013,2013,1,Linea 4,48638
26/01/2013,2013,1,Linea 4,50519
30/01/2013,2013,1,Linea 4,50716
01/02/2013,2013,2,Linea 4,53974
02/02/2013,2013,2,Linea 4,24801
04/02/2013,2013,2,Linea 4,38432
07/02/2013,2013,2,Linea 4,51929
10/02/2013,2013,2,Linea 4,18762
11/02/2013,2013,2,Linea 4,55004
12/02/2013,2013,2,Linea 4,54011
14/02/2013,2013,2,Linea 4,52891
16/02/2013,2013,2,Linea 4,54657
21/02/2013,2013,2,Linea 4,48335
25/02/2013,2013,2,Linea 4,47587
04/03/2013,2013,3,Linea 4,48070
10/03/2013,2013,3,Linea 4,19135
11/03/2013,2013,3,Linea 4,44623
12/03/2013,2013,3,Linea 4,41976
13/03/2013,2013,3,Linea 4,43441
15/03/2013,2013,3,Linea 4,50004
17/03/2013,2013,3,Linea 4,21274
19/03/2013,2013,3,Linea 4,41146
20/03/2013,2013,3,Linea 4,38568
21/03/2013,2013,3,Linea 4,42164
23/03/2013,2013,3,Linea 4,47969
24/03/2013,2013,3,Linea 4,16100
26/03/2013,2013,3,Linea 4,40307
27/03/2013,2013,3,Linea 4,46435
28/03/2013,2013,3,Linea 4,33485
29/03/2013,2013,3,Linea 4,15453
06/04/2013,2013,4,Linea 4,37249
07/04/2013,2013,4,Linea 4,11613
11/04/2013,2013,4,Linea 4,45112
12/04/2013,2013,4,Linea 4,50122
15/04/2013,2013,4,Linea 4,46786
19/04/2013,2013,4,Linea 4,48529
22/04/2013,2013,4,Linea 4,44146
25/04/2013,2013,4,Linea 4,43973
26/04/2013,2013,4,Linea 4,47919
28/04/2013,2013,4,Linea 4,15931
04/05/2013,2013,5,Linea 4,44127
06/05/2013,2013,5,Linea 4,47332
07/05/2013,2013,5,Linea 4,43481
08/05/2013,2013,5,Linea 4,48570
09/05/2013,2013,5,Linea 4,50161
13/05/2013,2013,5,Linea 4,36484
17/05/2013,2013,5,Linea 4,55028
18/05/2013,2013,5,Linea 4,38699
26/05/2013,2013,5,Linea 4,27127
28/05/2013,2013,5,Linea 4,41626
29/05/2013,2013,5,Linea 4,40951
02/06/2013,2013,6,Linea 4,8599
04/06/2013,2013,6,Linea 4,47156
11/06/2013,2013,6,Linea 4,48635
13/06/2013,2013,6,Linea 4,52193
14/06/2013,2013,6,Linea 4,53929
16/06/2013,2013,6,Linea 4,11663
20/06/2013,2013,6,Linea 4,53102
21/06/2013,2013,6,Linea 4,51064
28/06/2013,2013,6,Linea 4,61360
29/06/2013,2013,6,Linea 4,35925
01/07/2013,2013,7,Linea 4,55054
03/07/2013,2013,7,Linea 4,56765
04/07/2013,2013,7,Linea 4,54806
10/07/2013,2013,7,Linea 4,51241
13/07/2013,2013,7,Linea 4,31414
17/07/2013,2013,7,Linea 4,33269
24/07/2013,2013,7,Linea 4,40659
25/07/2013,2013,7,Linea 4,36113
28/07/2013,2013,7,Linea 4,5381
29/07/2013,2013,7,Linea 4,37134
01/08/2013,2013,8,Linea 4,36178
05/08/2013,2013,8,Linea 4,32872
15/08/2013,2013,8,Linea 4,48321
17/08/2013,2013,8,Linea 4,41900
20/08/2013,2013,8,Linea 4,32214
21/08/2013,2013,8,Linea 4,35107
23/08/2013,2013,8,Linea 4,46236
25/08/2013,2013,8,Linea 4,8747
27/08/2013,2013,8,Linea 4,41586
04/09/2013,2013,9,Linea 4,25250
10/09/2013,2013,9,Linea 4,32812
12/09/2013,2013,9,Linea 4,36502
13/09/2013,2013,9,Linea 4,18226
14/09/2013,2013,9,Linea 4,24220
18/09/2013,2013,9,Linea 4,36759
23/09/2013,2013,9,Linea 4,41220
25/09/2013,2013,9,Linea 4,43454
29/09/2013,2013,9,Linea 4,23215
30/09/2013,2013,9,Linea 4,19485
02/10/2013,2013,10,Linea 4,29756
10/10/2013,2013,10,Linea 4,30771
11/10/2013,2013,10,Linea 4,42129
13/10/2013,2013,10,Linea 4,9064
14/10/2013,2013,10,Linea 4,36021
21/10/2013,2013,10,Linea 4,27200
23/10/2013,2013,10,Linea 4,33594
24/10/2013,2013,10,Linea 4,36677
26/10/2013,2013,10,Linea 4,28570
28/10/2013,2013,10,Linea 4,28416
01/11/2013,2013,11,Linea 4,38021
02/11/2013,2013,11,Linea 4,26142
08/11/2013,2013,11,Linea 4,41415
10/11/2013,2013,11,Linea 4,10882
13/11/2013,2013,11,Linea 4,29853
20/11/2013,2013,11,Linea 4,40979
22/11/2013,2013,11,Linea 4,42308
26/11/2013,2013,11,Linea 4,44464
27/11/2013,2013,11,Linea 4,44262
28/11/2013,2013,11,Linea 4,45351
05/12/2013,2013,12,Linea 4,34550
07/12/2013,2013,12,Linea 4,22936
08/12/2013,2013,12,Linea 4,15353
09/12/2013,2013,12,Linea 4,25672
11/12/2013,2013,12,Linea 4,48171
13/12/2013,2013,12,Linea 4,45576
14/12/2013,2013,12,Linea 4,45228
19/12/2013,2013,12,Linea 4,33647
21/12/2013,2013,12,Linea 4,34325
23/12/2013,2013,12,Linea 4,25015
25/12/2013,2013,12,Linea 4,11019
27/12/2013,2013,12,Linea 4,20076
30/12/2013,2013,12,Linea 4,16472
31/12/2013,2013,12,Linea 4,17436
03/01/2014,2014,1,Linea 4,42042
04/01/2014,2014,1,Linea 4,44269
07/01/2014,2014,1,Linea 4,39328
08/01/2014,2014,1,Linea 4,34161
11/01/2014,2014,1,Linea 4,39406
15/01/2014,2014,1,Linea 4,44934
17/01/2014,2014,1,Linea 4,43543
20/01/2014,2014,1,Linea 4,39897
21/01/2014,2014,1,Linea 4,40962
22/01/2014,2014,1,Linea 4,43361
23/01/2014,2014,1,Linea 4,44710
25/01/2014,2014,1,Linea 4,48625
30/01/2014,2014,1,Linea 4,48131
09/02/2014,2014,2,Linea 4,20753
13/02/2014,2014,2,Linea 4,53805
16/02/2014,2014,2,Linea 4,23872
17/02/2014,2014,2,Linea 4,51887
02/03/2014,2014,3,Linea 4,21075
06/03/2014,2014,3,Linea 4,50696
08/03/2014,2014,3,Linea 4,32776
11/03/2014,2014,3,Linea 4,48939
12/03/2014,2014,3,Linea 4,48145
14/03/2014,2014,3,Linea 4,45602
16/03/2014,2014,3,Linea 4,13626
17/03/2014,2014,3,Linea 4,34923
22/03/2014,2014,3,Linea 4,48368
26/03/2014,2014,3,Linea 4,46223
27/03/2014,2014,3,Linea 4,49314
29/03/2014,2014,3,Linea 4,49297
30/03/2014,2014,3,Linea 4,18546
05/04/2014,2014,4,Linea 4,34609
06/04/2014,2014,4,Linea 4,13421
09/04/2014,2014,4,Linea 4,50302
11/04/2014,2014,4,Linea 4,56770
13/04/2014,2014,4,Linea 4,22386
14/04/2014,2014,4,Linea 4,47935
16/04/2014,2014,4,Linea 4,54428
18/04/2014,2014,4,Linea 4,17018
20/04/2014,2014,4,Linea 4,18996
21/04/2014,2014,4,Linea 4,54997
22/04/2014,2014,4,Linea 4,56197
24/04/2014,2014,4,Linea 4,56700
25/04/2014,2014,4,Linea 4,58933
29/04/2014,2014,4,Linea 4,50435
03/05/2014,2014,5,Linea 4,39852
10/05/2014,2014,5,Linea 4,58422
16/05/2014,2014,5,Linea 4,50237
19/05/2014,2014,5,Linea 4,37537
23/05/2014,2014,5,Linea 4,45556
27/05/2014,2014,5,Linea 4,45941
28/05/2014,2014,5,Linea 4,49944
29/05/2014,2014,5,Linea 4,46336
30/05/2014,2014,5,Linea 4,49440
31/05/2014,2014,5,Linea 4,43251
03/06/2014,2014,6,Linea 4,59961
04/06/2014,2014,6,Linea 4,60412
05/06/2014,2014,6,Linea 4,59957
10/06/2014,2014,6,Linea 4,58528
12/06/2014,2014,6,Linea 4,61267
13/06/2014,2014,6,Linea 4,63884
14/06/2014,2014,6,Linea 4,63361
23/06/2014,2014,6,Linea 4,54558
25/06/2014,2014,6,Linea 4,61137
28/06/2014,2014,6,Linea 4,45700
29/06/2014,2014,6,Linea 4,20621
01/07/2014,2014,7,Linea 4,61530
03/07/2014,2014,7,Linea 4,62402
05/07/2014,2014,7,Linea 4,69639
14/07/2014,2014,7,Linea 4,53759
16/07/2014,2014,7,Linea 4,48652
19/07/2014,2014,7,Linea 4,50452
